id,index,GO term,meaning,screening,category
GO:0070914,3186,UV-damage excision repair,,,biological_process
GO:0015297,3187,antiporter activity,,,molecular_function
GO:0070877,3188,microprocessor complex,,,cellular_component
GO:0033857,3189,diphosphoinositol-pentakisphosphate kinase activity,,,molecular_function
GO:0043171,3190,peptide catabolic process,,,biological_process
GO:0048839,3191,inner ear development,,,biological_process
GO:0000386,3192,second spliceosomal transesterification activity,,,molecular_function
GO:0006478,3193,peptidyl-tyrosine sulfation,,,biological_process
GO:0102210,3194,rhamnogalacturonan endolyase activity,,,molecular_function
GO:0001919,3195,regulation of receptor recycling,,,biological_process
GO:0016153,3196,urocanate hydratase activity,,,molecular_function
GO:0009039,3197,urease activity,,,molecular_function
GO:0009159,3198,deoxyribonucleoside monophosphate catabolic process,,,biological_process
GO:0001533,3199,cornified envelope,,,cellular_component
GO:0032843,3200,hydroperoxide reductase activity,,,molecular_function
GO:0009751,3201,response to salicylic acid,,,biological_process
GO:0004867,3202,serine-type endopeptidase inhibitor activity,,,molecular_function
GO:0003785,3203,actin monomer binding,,,molecular_function
GO:0005813,3204,centrosome,,,cellular_component
GO:0097173,3205,N-acetylmuramic acid catabolic process,,,biological_process
GO:0006493,3206,protein O-linked glycosylation,,,biological_process
GO:0005222,3207,intracellularly cAMP-activated cation channel activity,,,molecular_function
GO:0015098,3208,molybdate ion transmembrane transporter activity,,yes,molecular_function
GO:0004322,3209,ferroxidase activity,,,molecular_function
GO:0004398,3210,histidine decarboxylase activity,,,molecular_function
GO:0042601,3211,endospore-forming forespore,,,cellular_component
GO:0015016,3212,[heparan sulfate]-glucosamine N-sulfotransferase activity,,,molecular_function
GO:0008888,3213,glycerol dehydrogenase (NAD+) activity,,,molecular_function
GO:0042246,3214,tissue regeneration,,,biological_process
GO:0047693,3215,ATP diphosphatase activity,,,molecular_function
GO:0042286,3216,"glutamate-1-semialdehyde 2,1-aminomutase activity",,,molecular_function
GO:0031388,3217,organic acid phosphorylation,,,biological_process
GO:0071916,3218,dipeptide transmembrane transporter activity,,yes,molecular_function
GO:0044615,3219,nuclear pore nuclear basket,,,cellular_component
GO:0016266,3220,O-glycan processing,,,biological_process
GO:0004565,3221,beta-galactosidase activity,,,molecular_function
GO:1990782,3222,protein tyrosine kinase binding,,,molecular_function
GO:0008801,3223,beta-phosphoglucomutase activity,,,molecular_function
GO:0008430,3224,selenium binding,,,molecular_function
GO:0034090,3225,maintenance of meiotic sister chromatid cohesion,,,biological_process
GO:0017183,3226,protein histidyl modification to diphthamide,,,biological_process
GO:0006627,3227,protein processing involved in protein targeting to mitochondrion,,,biological_process
GO:0009443,3228,pyridoxal 5'-phosphate salvage,,,biological_process
GO:0036265,3229,RNA (guanine-N7)-methylation,,,biological_process
GO:0030612,3230,arsenate reductase (thioredoxin) activity,,,molecular_function
GO:0006082,3231,organic acid metabolic process,,,biological_process
GO:0042609,3232,CD4 receptor binding,,,molecular_function
GO:0036297,3233,interstrand cross-link repair,,,biological_process
GO:0006896,3234,Golgi to vacuole transport,,,biological_process
GO:0036307,3235,23S rRNA (adenine(2030)-N(6))-methyltransferase activity,,,molecular_function
GO:0016998,3236,cell wall macromolecule catabolic process,,,biological_process
GO:0008792,3237,arginine decarboxylase activity,,,molecular_function
GO:0047407,3238,ADP-ribosyl-[dinitrogen reductase] hydrolase activity,,,molecular_function
GO:0005635,3239,nuclear envelope,,,cellular_component
GO:0009294,3240,DNA-mediated transformation,,,biological_process
GO:0022857,3241,transmembrane transporter activity,,yes,molecular_function
GO:0007169,3242,cell surface receptor protein tyrosine kinase signaling pathway,,,biological_process
GO:0090036,3243,regulation of protein kinase C signaling,,,biological_process
GO:0034087,3244,establishment of mitotic sister chromatid cohesion,,,biological_process
GO:0006423,3245,cysteinyl-tRNA aminoacylation,,,biological_process
GO:0003964,3246,RNA-directed DNA polymerase activity,,,molecular_function
GO:0016156,3247,fumarate reductase (NADH) activity,,,molecular_function
GO:0046356,3248,acetyl-CoA catabolic process,,,biological_process
GO:0102132,3249,Unknown,,,molecular_function
GO:0034755,3250,iron ion transmembrane transport,,yes,biological_process
GO:0016783,3251,sulfurtransferase activity,,,molecular_function
GO:1990052,3252,ER to chloroplast lipid transport,,,biological_process
GO:0000445,3253,THO complex part of transcription export complex,,,cellular_component
GO:0015293,3254,symporter activity,,,molecular_function
GO:0019295,3255,coenzyme M biosynthetic process,,,biological_process
GO:0048268,3256,clathrin coat assembly,,,biological_process
GO:0102029,3257,D-lactate dehydrogenase (quinone) activity,,,molecular_function
GO:0036010,3258,protein localization to endosome,,,biological_process
GO:0009987,3259,cellular process,,,biological_process
GO:0000811,3260,GINS complex,,,cellular_component
GO:0032183,3261,SUMO binding,,,molecular_function
GO:0030119,3262,AP-type membrane coat adaptor complex,,,cellular_component
GO:0016772,3263,"transferase activity, transferring phosphorus-containing groups",,,molecular_function
GO:0000349,3264,generation of catalytic spliceosome for first transesterification step,,,biological_process
GO:0003838,3265,sterol 24-C-methyltransferase activity,,,molecular_function
GO:0061579,3266,N-acyl homoserine lactone synthase activity,,,molecular_function
GO:0000447,3267,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,biological_process
GO:0035598,3268,N6-threonylcarbomyladenosine methylthiotransferase activity,,,molecular_function
GO:0061666,3269,UFM1 ligase activity,,,molecular_function
GO:0033890,3270,ribonuclease D activity,,,molecular_function
GO:0000262,3271,mitochondrial chromosome,,,cellular_component
GO:0007288,3272,sperm axoneme assembly,,,biological_process
GO:0090162,3273,establishment of epithelial cell polarity,,,biological_process
GO:0007118,3274,budding cell apical bud growth,,,biological_process
GO:0006196,3275,AMP catabolic process,,,biological_process
GO:0103011,3276,mannosylfructose-phosphate synthase activity,,,molecular_function
GO:0003977,3277,UDP-N-acetylglucosamine diphosphorylase activity,,,molecular_function
GO:0008756,3278,o-succinylbenzoate-CoA ligase activity,,,molecular_function
GO:0030433,3279,Unknown,,,biological_process
GO:0009733,3280,response to auxin,,,biological_process
GO:0032266,3281,phosphatidylinositol-3-phosphate binding,,,molecular_function
GO:0102094,3282,S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity,,,molecular_function
GO:0019568,3283,arabinose catabolic process,,,biological_process
GO:0010252,3284,Unknown,,,biological_process
GO:0036464,3285,cytoplasmic ribonucleoprotein granule,,,cellular_component
GO:0032585,3286,multivesicular body membrane,,,cellular_component
GO:0044161,3287,host cell cytoplasmic vesicle,,,cellular_component
GO:0004643,3288,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,,,molecular_function
GO:0008649,3289,rRNA methyltransferase activity,,,molecular_function
GO:0004619,3290,phosphoglycerate mutase activity,,,molecular_function
GO:0008296,3291,3'-5'-DNA exonuclease activity,,,molecular_function
GO:0106035,3292,protein maturation by [4Fe-4S] cluster transfer,,,biological_process
GO:0031663,3293,lipopolysaccharide-mediated signaling pathway,,,biological_process
GO:0071539,3294,protein localization to centrosome,,,biological_process
GO:0008747,3295,N-acetylneuraminate lyase activity,,,molecular_function
GO:0006582,3296,melanin metabolic process,,,biological_process
GO:0002009,3297,morphogenesis of an epithelium,,,biological_process
GO:0002027,3298,regulation of heart rate,,,biological_process
GO:0051642,3299,centrosome localization,,,biological_process
GO:0004455,3300,ketol-acid reductoisomerase activity,,,molecular_function
GO:0006436,3301,tryptophanyl-tRNA aminoacylation,,,biological_process
GO:0009239,3302,enterobactin biosynthetic process,,,biological_process
GO:0034316,3303,negative regulation of Arp2/3 complex-mediated actin nucleation,,,biological_process
GO:0034644,3304,cellular response to UV,,,biological_process
GO:0090303,3305,positive regulation of wound healing,,,biological_process
GO:0043235,3306,receptor complex,,,cellular_component
GO:0015908,3307,fatty acid transport,,,biological_process
GO:0030574,3308,collagen catabolic process,,,biological_process
GO:0070888,3309,E-box binding,,,molecular_function
GO:0030745,3310,dimethylhistidine N-methyltransferase activity,,,molecular_function
GO:0008832,3311,dGTPase activity,,,molecular_function
GO:0006464,3312,protein modification process,,,biological_process
GO:0008080,3313,N-acetyltransferase activity,,,molecular_function
GO:0003876,3314,AMP deaminase activity,,,molecular_function
GO:0003140,3315,determination of left/right asymmetry in lateral mesoderm,,,biological_process
GO:0044826,3316,viral genome integration into host DNA,,,biological_process
GO:0005220,3317,"inositol 1,4,5-trisphosphate-gated calcium channel activity",,,molecular_function
GO:0042167,3318,heme catabolic process,,,biological_process
GO:0033151,3319,V(D)J recombination,,,biological_process
GO:0060216,3320,definitive hemopoiesis,,,biological_process
GO:0031934,3321,mating-type region heterochromatin,,,cellular_component
GO:0010484,3322,histone H3 acetyltransferase activity,,,molecular_function
GO:0008920,3323,lipopolysaccharide heptosyltransferase activity,,,molecular_function
GO:0052629,3324,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",,,molecular_function
GO:0004631,3325,phosphomevalonate kinase activity,,,molecular_function
GO:0006620,3326,post-translational protein targeting to endoplasmic reticulum membrane,,,biological_process
GO:0032689,3327,negative regulation of type II interferon production,,,biological_process
GO:0015934,3328,large ribosomal subunit,,,cellular_component
GO:0043722,3329,4-hydroxyphenylacetate decarboxylase activity,,,molecular_function
GO:0006268,3330,DNA unwinding involved in DNA replication,,,biological_process
GO:0047663,3331,aminoglycoside 6'-N-acetyltransferase activity,,,molecular_function
GO:0048678,3332,response to axon injury,,,biological_process
GO:0030548,3333,acetylcholine receptor regulator activity,,,molecular_function
GO:0045927,3334,positive regulation of growth,,,biological_process
GO:0048538,3335,thymus development,,,biological_process
GO:0070573,3336,metallodipeptidase activity,,,molecular_function
GO:0007141,3337,male meiosis I,,,biological_process
GO:0034057,3338,RNA strand-exchange activity,,,molecular_function
GO:0044853,3339,plasma membrane raft,,,cellular_component
GO:0050811,3340,GABA receptor binding,,,molecular_function
GO:0018230,3341,peptidyl-L-cysteine S-palmitoylation,,,biological_process
GO:0101030,3342,tRNA-guanine transglycosylation,,,biological_process
GO:0018826,3343,methionine gamma-lyase activity,,,molecular_function
GO:0051020,3344,GTPase binding,,,molecular_function
GO:0030534,3345,adult behavior,,,biological_process
GO:0045041,3346,protein import into mitochondrial intermembrane space,,,biological_process
GO:0005743,3347,mitochondrial inner membrane,,,cellular_component
GO:0050684,3348,regulation of mRNA processing,,,biological_process
GO:0035556,3349,intracellular signal transduction,,,biological_process
GO:1990251,3350,nuclear exosome focus,,,cellular_component
GO:0005988,3351,lactose metabolic process,,,biological_process
GO:2000031,3352,regulation of salicylic acid mediated signaling pathway,,,biological_process
GO:0043169,3353,cation binding,,,molecular_function
GO:0102971,3354,phosphinothricin N-acetyltransferase activity,,,molecular_function
GO:0046875,3355,ephrin receptor binding,,,molecular_function
GO:0031419,3356,cobalamin binding,,,molecular_function
GO:0046522,3357,S-methyl-5-thioribose kinase activity,,,molecular_function
GO:0004577,3358,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity,,,molecular_function
GO:0097718,3359,disordered domain specific binding,,,molecular_function
GO:0005737,3360,cytoplasm,,,cellular_component
GO:0016692,3361,NADH peroxidase activity,,,molecular_function
GO:0034614,3362,cellular response to reactive oxygen species,,,biological_process
GO:0010200,3363,response to chitin,,,biological_process
GO:0098632,3364,cell-cell adhesion mediator activity,,,molecular_function
GO:0006081,3365,cellular aldehyde metabolic process,,,biological_process
GO:0009753,3366,response to jasmonic acid,,,biological_process
GO:0052636,3367,arabinosyltransferase activity,,,molecular_function
GO:1901564,3368,organonitrogen compound metabolic process,,,biological_process
GO:0004445,3369,inositol-polyphosphate 5-phosphatase activity,,,molecular_function
GO:0006812,3370,monoatomic cation transport,,,biological_process
GO:0055085,3371,transmembrane transport,,yes,biological_process
GO:0019135,3372,deoxyhypusine monooxygenase activity,,,molecular_function
GO:0008901,3373,ferredoxin hydrogenase activity,,,molecular_function
GO:0031305,3374,Unknown,,,cellular_component
GO:0030007,3375,intracellular potassium ion homeostasis,,,biological_process
GO:0015937,3376,coenzyme A biosynthetic process,,,biological_process
GO:0007062,3377,sister chromatid cohesion,,,biological_process
GO:0044389,3378,ubiquitin-like protein ligase binding,,,molecular_function
GO:0003743,3379,translation initiation factor activity,,,molecular_function
GO:0031204,3380,"post-translational protein targeting to membrane, translocation",,,biological_process
GO:2000574,3381,Unknown,,,biological_process
GO:0035494,3382,SNARE complex disassembly,,,biological_process
GO:0102489,3383,Unknown,,,molecular_function
GO:0005542,3384,folic acid binding,,,molecular_function
GO:0010795,3385,regulation of ubiquinone biosynthetic process,,,biological_process
GO:0004360,3386,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,,,molecular_function
GO:0034272,3387,"phosphatidylinositol 3-kinase complex, class III, type II",,,cellular_component
GO:0042307,3388,positive regulation of protein import into nucleus,,,biological_process
GO:0034553,3389,mitochondrial respiratory chain complex II assembly,,,biological_process
GO:0060021,3390,roof of mouth development,,,biological_process
GO:0006857,3391,oligopeptide transport,,,biological_process
GO:0005674,3392,transcription factor TFIIF complex,,,cellular_component
GO:0009116,3393,nucleoside metabolic process,,,biological_process
GO:0043781,3394,cobalt-factor II C20-methyltransferase activity,,,molecular_function
GO:0004656,3395,procollagen-proline 4-dioxygenase activity,,,molecular_function
GO:0006424,3396,glutamyl-tRNA aminoacylation,,,biological_process
GO:0008999,3397,peptide-alanine-alpha-N-acetyltransferase activity,,,molecular_function
GO:0050560,3398,aspartate-tRNA(Asn) ligase activity,,,molecular_function
GO:0016851,3399,magnesium chelatase activity,,,molecular_function
GO:0047617,3400,fatty acyl-CoA hydrolase activity,,,molecular_function
GO:0006190,3401,inosine salvage,,,biological_process
GO:0035338,3402,long-chain fatty-acyl-CoA biosynthetic process,,,biological_process
GO:0044191,3403,host cell mitochondrial membrane,,,cellular_component
GO:0004396,3404,hexokinase activity,,,molecular_function
GO:0090537,3405,CERF complex,,,cellular_component
GO:0004113,3406,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",,,molecular_function
GO:0070008,3407,serine-type exopeptidase activity,,,molecular_function
GO:0018506,3408,maleylacetate reductase activity,,,molecular_function
GO:0018144,3409,RNA-protein covalent cross-linking,,,biological_process
GO:0000062,3410,fatty-acyl-CoA binding,,,molecular_function
GO:0043213,3411,bacteriocin transport,,,biological_process
GO:0030374,3412,nuclear receptor coactivator activity,,,molecular_function
GO:0030500,3413,regulation of bone mineralization,,,biological_process
GO:0090102,3414,cochlea development,,,biological_process
GO:0009734,3415,auxin-activated signaling pathway,,,biological_process
GO:0001843,3416,neural tube closure,,,biological_process
GO:0016494,3417,C-X-C chemokine receptor activity,,,molecular_function
GO:0052822,3418,DNA-3-methylguanine glycosylase activity,,,molecular_function
GO:0010239,3419,chloroplast mRNA processing,,,biological_process
GO:0006695,3420,cholesterol biosynthetic process,,,biological_process
GO:0019572,3421,L-arabinose catabolic process,,,biological_process
GO:0018786,3422,haloalkane dehalogenase activity,,,molecular_function
GO:0008700,3423,4-hydroxy-2-oxoglutarate aldolase activity,,,molecular_function
GO:0046942,3424,carboxylic acid transport,,,biological_process
GO:0000226,3425,microtubule cytoskeleton organization,,,biological_process
GO:0016992,3426,lipoate synthase activity,,,molecular_function
GO:0031152,3427,aggregation involved in sorocarp development,,,biological_process
GO:0035243,3428,protein-arginine omega-N symmetric methyltransferase activity,,,molecular_function
GO:0019210,3429,kinase inhibitor activity,,,molecular_function
GO:0019808,3430,polyamine binding,,,molecular_function
GO:0043338,3431,"CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase activity",,,molecular_function
GO:0019380,3432,3-phenylpropionate catabolic process,,,biological_process
GO:0030623,3433,U5 snRNA binding,,,molecular_function
GO:0004731,3434,purine-nucleoside phosphorylase activity,,,molecular_function
GO:0010227,3435,floral organ abscission,,,biological_process
GO:0008849,3436,enterochelin esterase activity,,,molecular_function
GO:0042438,3437,melanin biosynthetic process,,,biological_process
GO:0007611,3438,learning or memory,,,biological_process
GO:0019154,3439,glycolate dehydrogenase activity,,,molecular_function
GO:0006073,3440,Unknown,,,biological_process
GO:1901053,3441,sarcosine catabolic process,,,biological_process
GO:1990918,3442,double-strand break repair involved in meiotic recombination,,,biological_process
GO:0004077,3443,biotin-[acetyl-CoA-carboxylase] ligase activity,,,molecular_function
GO:0080130,3444,L-phenylalanine:2-oxoglutarate aminotransferase activity,,,molecular_function
GO:0007612,3445,learning,,,biological_process
GO:0004764,3446,shikimate 3-dehydrogenase (NADP+) activity,,,molecular_function
GO:0046033,3447,AMP metabolic process,,,biological_process
GO:0047631,3448,ADP-ribose diphosphatase activity,,,molecular_function
GO:0004029,3449,aldehyde dehydrogenase (NAD+) activity,,,molecular_function
GO:0015093,3450,ferrous iron transmembrane transporter activity,,yes,molecular_function
GO:0008233,3451,peptidase activity,,,molecular_function
GO:0030435,3452,sporulation resulting in formation of a cellular spore,,,biological_process
GO:0004604,3453,phosphoadenylyl-sulfate reductase (thioredoxin) activity,,,molecular_function
GO:0005227,3454,calcium-activated cation channel activity,,,molecular_function
GO:0004346,3455,glucose-6-phosphatase activity,,,molecular_function
GO:0016117,3456,carotenoid biosynthetic process,,,biological_process
GO:0005007,3457,fibroblast growth factor receptor activity,,,molecular_function
GO:0019545,3458,arginine catabolic process to succinate,,,biological_process
GO:0019838,3459,growth factor binding,,,molecular_function
GO:0001516,3460,prostaglandin biosynthetic process,,,biological_process
GO:0006457,3461,protein folding,,,biological_process
GO:1901216,3462,Unknown,,,biological_process
GO:0006007,3463,glucose catabolic process,,,biological_process
GO:0034775,3464,glutathione transmembrane transport,,yes,biological_process
GO:0003925,3465,G protein activity,,,molecular_function
GO:0034354,3466,'de novo' NAD biosynthetic process from tryptophan,,,biological_process
GO:0047487,3467,oligogalacturonide lyase activity,,,molecular_function
GO:0019464,3468,glycine decarboxylation via glycine cleavage system,,,biological_process
GO:0000209,3469,protein polyubiquitination,,,biological_process
GO:0032228,3470,"regulation of synaptic transmission, GABAergic",,,biological_process
GO:0005986,3471,sucrose biosynthetic process,,,biological_process
GO:0004525,3472,ribonuclease III activity,,,molecular_function
GO:0030151,3473,molybdenum ion binding,,,molecular_function
GO:0048884,3474,neuromast development,,,biological_process
GO:0045666,3475,positive regulation of neuron differentiation,,,biological_process
GO:0070936,3476,protein K48-linked ubiquitination,,,biological_process
GO:0008922,3477,long-chain fatty acid [acyl-carrier-protein] ligase activity,,,molecular_function
GO:0015949,3478,nucleobase-containing small molecule interconversion,,,biological_process
GO:0097159,3479,organic cyclic compound binding,,,molecular_function
GO:0014850,3480,response to muscle activity,,,biological_process
GO:0004590,3481,orotidine-5'-phosphate decarboxylase activity,,,molecular_function
GO:0009029,3482,tetraacyldisaccharide 4'-kinase activity,,,molecular_function
GO:0003713,3483,transcription coactivator activity,,,molecular_function
GO:0030054,3484,cell junction,,,cellular_component
GO:0015438,3485,ABC-type teichoic acid transporter activity,,,molecular_function
GO:0006085,3486,acetyl-CoA biosynthetic process,,,biological_process
GO:0015826,3487,threonine transport,,,biological_process
GO:0004672,3488,protein kinase activity,,,molecular_function
GO:0017128,3489,phospholipid scramblase activity,,,molecular_function
GO:0046167,3490,glycerol-3-phosphate biosynthetic process,,,biological_process
GO:0150104,3491,transport across blood-brain barrier,,,biological_process
GO:0004303,3492,estradiol 17-beta-dehydrogenase [NAD(P)+] activity,,,molecular_function
GO:0000275,3493,"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",,,cellular_component
GO:0060567,3494,negative regulation of termination of DNA-templated transcription,,,biological_process
GO:0043409,3495,negative regulation of MAPK cascade,,,biological_process
GO:0004435,3496,phosphatidylinositol phospholipase C activity,,,molecular_function
GO:0052925,3497,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",,,molecular_function
GO:0045948,3498,positive regulation of translational initiation,,,biological_process
GO:0004618,3499,phosphoglycerate kinase activity,,,molecular_function
GO:0001055,3500,RNA polymerase II activity,,,molecular_function
GO:0015821,3501,methionine transport,,,biological_process
GO:0030076,3502,light-harvesting complex,,,cellular_component
GO:0045088,3503,regulation of innate immune response,,,biological_process
GO:0043330,3504,response to exogenous dsRNA,,,biological_process
GO:0005785,3505,signal recognition particle receptor complex,,,cellular_component
GO:0101006,3506,protein histidine phosphatase activity,,,molecular_function
GO:0019187,3507,"beta-1,4-mannosyltransferase activity",,,molecular_function
GO:0003690,3508,double-stranded DNA binding,,,molecular_function
GO:0000056,3509,ribosomal small subunit export from nucleus,,,biological_process
GO:0005618,3510,cell wall,,,cellular_component
GO:1904888,3511,cranial skeletal system development,,,biological_process
GO:0030701,3512,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity,,,molecular_function
GO:0004377,3513,"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity",,,molecular_function
GO:0102203,3514,Unknown,,,molecular_function
GO:0005769,3515,early endosome,,,cellular_component
GO:0008188,3516,neuropeptide receptor activity,,,molecular_function
GO:0031017,3517,exocrine pancreas development,,,biological_process
GO:0010043,3518,response to zinc ion,,,biological_process
GO:0070507,3519,regulation of microtubule cytoskeleton organization,,,biological_process
GO:0006955,3520,immune response,,,biological_process
GO:0031298,3521,replication fork protection complex,,,cellular_component
GO:0016012,3522,sarcoglycan complex,,,cellular_component
GO:0045335,3523,phagocytic vesicle,,,cellular_component
GO:0039654,3524,fusion of virus membrane with host endosome membrane,,,biological_process
GO:0006890,3525,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",,,biological_process
GO:0019281,3526,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,,,biological_process
GO:0070373,3527,negative regulation of ERK1 and ERK2 cascade,,,biological_process
GO:0005657,3528,replication fork,,,cellular_component
GO:0003992,3529,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity,,,molecular_function
GO:0002151,3530,G-quadruplex RNA binding,,,molecular_function
GO:0045071,3531,negative regulation of viral genome replication,,,biological_process
GO:0000455,3532,enzyme-directed rRNA pseudouridine synthesis,,,biological_process
GO:0071276,3533,cellular response to cadmium ion,,,biological_process
GO:0006480,3534,N-terminal protein amino acid methylation,,,biological_process
GO:0032956,3535,regulation of actin cytoskeleton organization,,,biological_process
GO:0032729,3536,positive regulation of type II interferon production,,,biological_process
GO:0005581,3537,collagen trimer,,,cellular_component
GO:0006272,3538,leading strand elongation,,,biological_process
GO:0008250,3539,oligosaccharyltransferase complex,,,cellular_component
GO:0098808,3540,mRNA cap binding,,,molecular_function
GO:0032045,3541,guanyl-nucleotide exchange factor complex,,,cellular_component
GO:0102682,3542,cytokinin riboside 5'-monophosphate phosphoribohydrolase activity,,,molecular_function
GO:0097224,3543,Unknown,,,cellular_component
GO:0004639,3544,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,,,molecular_function
GO:0070734,3545,Unknown,,,biological_process
GO:0003146,3546,heart jogging,,,biological_process
GO:0017158,3547,regulation of calcium ion-dependent exocytosis,,,biological_process
GO:0043807,3548,3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity,,,molecular_function
GO:0008484,3549,sulfuric ester hydrolase activity,,,molecular_function
GO:0030247,3550,polysaccharide binding,,,molecular_function
GO:0015075,3551,monoatomic ion transmembrane transporter activity,,yes,molecular_function
GO:0004133,3552,glycogen debranching enzyme activity,,,molecular_function
GO:0140664,3553,ATP-dependent DNA damage sensor activity,,,molecular_function
GO:0045807,3554,positive regulation of endocytosis,,,biological_process
GO:0007534,3555,gene conversion at mating-type locus,,,biological_process
GO:0050918,3556,positive chemotaxis,,,biological_process
GO:0070985,3557,transcription factor TFIIK complex,,,cellular_component
GO:0008265,3558,Mo-molybdopterin cofactor sulfurase activity,,,molecular_function
GO:0008760,3559,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity,,,molecular_function
GO:0000019,3560,regulation of mitotic recombination,,,biological_process
GO:0002218,3561,activation of innate immune response,,,biological_process
GO:0035264,3562,multicellular organism growth,,,biological_process
GO:0042973,3563,"glucan endo-1,3-beta-D-glucosidase activity",,,molecular_function
GO:0070584,3564,Unknown,,,biological_process
GO:0005998,3565,xylulose catabolic process,,,biological_process
GO:0009620,3566,response to fungus,,,biological_process
GO:0005844,3567,Unknown,,,cellular_component
GO:0052595,3568,aliphatic amine oxidase activity,,,molecular_function
GO:0033925,3569,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,,,molecular_function
GO:0005545,3570,1-phosphatidylinositol binding,,,molecular_function
GO:0071108,3571,protein K48-linked deubiquitination,,,biological_process
GO:0019882,3572,antigen processing and presentation,,,biological_process
GO:0072659,3573,protein localization to plasma membrane,,,biological_process
GO:0019242,3574,methylglyoxal biosynthetic process,,,biological_process
GO:0003825,3575,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",,,molecular_function
GO:0102317,3576,4-methylaminobutyrate oxidase (demethylating) activity,,,molecular_function
GO:0050401,3577,xylonate dehydratase activity,,,molecular_function
GO:0008827,3578,cytochrome bo3 ubiquinol oxidase activity,,,molecular_function
GO:0004587,3579,ornithine aminotransferase activity,,,molecular_function
GO:0019647,3580,formaldehyde assimilation via ribulose monophosphate cycle,,,biological_process
GO:0033551,3581,monopolin complex,,,cellular_component
GO:0036086,3582,Unknown,,,biological_process
GO:0061817,3583,endoplasmic reticulum-plasma membrane tethering,,,biological_process
GO:0009881,3584,photoreceptor activity,,,molecular_function
GO:0006312,3585,mitotic recombination,,,biological_process
GO:0036498,3586,IRE1-mediated unfolded protein response,,,biological_process
GO:0006515,3587,protein quality control for misfolded or incompletely synthesized proteins,,,biological_process
GO:0000710,3588,meiotic mismatch repair,,,biological_process
GO:0005158,3589,insulin receptor binding,,,molecular_function
GO:0045329,3590,carnitine biosynthetic process,,,biological_process
GO:0006282,3591,regulation of DNA repair,,,biological_process
GO:0043227,3592,membrane-bounded organelle,,,cellular_component
GO:0042632,3593,cholesterol homeostasis,,,biological_process
GO:0097257,3594,leukotriene B4 12-hydroxy dehydrogenase activity,,,molecular_function
GO:0019784,3595,deNEDDylase activity,,,molecular_function
GO:0009617,3596,response to bacterium,,,biological_process
GO:0016207,3597,4-coumarate-CoA ligase activity,,,molecular_function
GO:0070290,3598,N-acylphosphatidylethanolamine-specific phospholipase D activity,,,molecular_function
GO:0031225,3599,Unknown,,,cellular_component
GO:0060072,3600,large conductance calcium-activated potassium channel activity,,,molecular_function
GO:0047480,3601,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity,,,molecular_function
GO:0051899,3602,membrane depolarization,,,biological_process
GO:0001556,3603,oocyte maturation,,,biological_process
GO:0048856,3604,anatomical structure development,,,biological_process
GO:0030431,3605,sleep,,,biological_process
GO:0035658,3606,Mon1-Ccz1 complex,,,cellular_component
GO:0008425,3607,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",,,molecular_function
GO:0044396,3608,actin cortical patch organization,,,biological_process
GO:0003826,3609,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity,,,molecular_function
GO:0032450,3610,maltose alpha-glucosidase activity,,,molecular_function
GO:0008395,3611,steroid hydroxylase activity,,,molecular_function
GO:0019200,3612,carbohydrate kinase activity,,,molecular_function
GO:0030420,3613,establishment of competence for transformation,,,biological_process
GO:0047200,3614,tetrahydrodipicolinate N-acetyltransferase activity,,,molecular_function
GO:0033281,3615,TAT protein transport complex,,,cellular_component
GO:0051168,3616,nuclear export,,,biological_process
GO:0004014,3617,adenosylmethionine decarboxylase activity,,,molecular_function
GO:0046316,3618,gluconokinase activity,,,molecular_function
GO:0007026,3619,negative regulation of microtubule depolymerization,,,biological_process
GO:0016760,3620,cellulose synthase (UDP-forming) activity,,,molecular_function
GO:0000829,3621,inositol heptakisphosphate kinase activity,,,molecular_function
